date,field_1,field_2,field_3,field_4,field_5,field_6
2020-01-08,577.29,9731,Category_A,PENDING,635.1,9358
2020-01-09,427.57,9001,Category_A,COMPLETED,377.85,6777
2020-01-10,814.76,3215,Category_E,PENDING,898.57,7902
2020-01-02,699.54,8275,Category_D,ACTIVE,642.89,6156
2020-01-03,867.74,5070,Category_E,PENDING,455.58,1820
2020-01-04,161.5,4969,Category_D,ACTIVE,159.79,403
2020-01-05,876.01,6439,Category_A,COMPLETED,923.62,1141
2020-01-06,171.35,6452,Category_A,PENDING,907.8,6456
2020-01-07,27.25,5520,Category_A,PENDING,728.43,9882
2020-01-08,367.3,7799,Category_A,PENDING,568.39,4845
2020-01-09,633.89,6465,Category_C,PENDING,778.31,6710
2020-01-10,318.55,2076,Category_B,FAILED,552.48,8104
2020-01-02,820.7,5405,Category_C,ACTIVE,493.65,8975
2020-01-03,736.68,7049,Category_D,FAILED,49.11,4510
2020-01-04,277.25,1859,Category_A,COMPLETED,199.1,7108
2020-01-05,465.64,118,Category_E,COMPLETED,469.07,1225
2020-01-06,811.99,7015,Category_C,ACTIVE,443.35,6688
2020-01-07,274.12,1490,Category_C,FAILED,380.23,9482
2020-01-08,935.29,3465,Category_D,COMPLETED,357.6,2048
2020-01-09,530.03,8241,Category_E,PENDING,973.81,9742
2020-01-10,431.25,1068,Category_C,COMPLETED,831.89,4766
